PlaceName,State,TCUSA,Years,TCPopulation,pop_2012,pct_poverty,hh_inc_med,fam_inc_med,pct_hsgrad,pct_bachdeg,pct_ownocc,pct_rentocc,hm_val_med,pct_white,age_med,pct_u18,pct_o65,region9,tcusa8nn
University Park town,MD,1,10,2540,2559,0.0636,128676,157171,0.9831,0.8594,0.863,0.137,427600,0.8183,43.4,0.2325,0.1317,South Atlantic,2
Blasdell village,NY,0,0,-99,2559,0.122,41719,61875,0.9042,0.1603,0.5597,0.4403,94100,0.9723,38.3,0.2255,0.1282,Middle Atlantic,0
Richwood city,WV,0,0,-99,2559,0.2938,24706,28794,0.7614,0.1176,0.7374,0.2626,34300,0.964,47.2,0.2485,0.2857,South Atlantic,0
Belle Plaine city,IA,0,0,-99,2560,0.1039,37883,50473,0.8544,0.1012,0.6655,0.3345,78600,0.9258,43,0.2359,0.2059,West North Central,1
Genoa village,OH,1,20,2230,2560,0.1155,46991,62788,0.9269,0.1895,0.7621,0.2379,106400,0.9953,36.2,0.2852,0.168,East North Central,3
Cohocton town,NY,0,0,-99,2561,0.137,49492,57222,0.86,0.121,0.757,0.243,79100,0.9867,42.2,0.242,0.156,Middle Atlantic,1
Phoenix village,NY,0,0,-99,2561,0.192,34516,39605,0.9115,0.1168,0.5127,0.4873,91900,0.9688,31.8,0.2913,0.098,Middle Atlantic,1
Muncy borough,PA,1,7,2491,2561,0.1,44609,54327,0.927,0.271,0.623,0.377,116600,0.9672,39.7,0.244,0.122,Middle Atlantic,0
Honalo CDP,HI,0,0,-99,2562,0.135,59722,64107,0.8654,0.2049,0.4826,0.5174,299100,0.2303,37.3,0.2631,0.1265,Pacific,0
Albion town,IN,0,0,-99,2562,0.1073,43664,46906,0.8148,0.0697,0.6576,0.3424,80700,0.9539,29.1,0.3103,0.1077,East North Central,1
Helena Valley Northeast CDP,MT,0,0,-99,2562,0.078,68598,75665,0.9856,0.397,0.9299,0.0701,318000,0.9828,39.2,0.3091,0.1292,Mountain,1
Drumore township,PA,0,0,-99,2562,0.202,62500,70250,0.705,0.126,0.848,0.152,220700,0.9949,31.9,0.372,0.101,Middle Atlantic,0
Wales village,WI,0,0,-99,2562,0.0381,82153,96645,0.9972,0.471,0.7937,0.2063,277100,0.9672,43.2,0.2158,0.0945,East North Central,2
Chemung town,NY,0,0,-99,2563,0.17,39601,53077,0.827,0.095,0.848,0.152,77500,0.9895,41.2,0.232,0.149,Middle Atlantic,0
Sangerfield town,NY,0,0,-99,2563,0.145,44526,59135,0.882,0.135,0.62,0.38,102900,0.9739,43.5,0.215,0.201,Middle Atlantic,0
Gold Beach city,OR,0,0,-99,2563,0.1361,50958,58207,0.8801,0.1875,0.655,0.345,220100,0.9107,41.4,0.213,0.1943,Pacific,0
Falconer village,NY,0,0,-99,2564,0.188,36190,47083,0.883,0.0988,0.612,0.388,67600,0.9762,37.4,0.2625,0.1755,Middle Atlantic,1
Sanford town,NY,0,0,-99,2564,0.131,41563,46923,0.868,0.169,0.756,0.244,98000,0.9509,43.2,0.222,0.189,Middle Atlantic,0
Nekoosa city,WI,0,0,-99,2564,0.1071,37594,45724,0.9312,0.1352,0.693,0.307,83600,0.959,39.9,0.2617,0.1892,East North Central,1
Loma Rica CDP,CA,0,0,-99,2565,0.0356,72924,81741,0.893,0.2588,0.9289,0.0711,296400,0.8897,48.1,0.2039,0.2437,Pacific,0
Drum Point CDP,MD,0,0,-99,2565,0.0184,91333,108047,0.9767,0.2608,0.8337,0.1663,339400,0.9037,47,0.2269,0.1598,South Atlantic,0
Marked Tree city,AR,0,0,-99,2566,0.249,28125,39157,0.751,0.0716,0.5415,0.4585,67500,0.703,40.5,0.219,0.1571,West South Central,0
Spencer town,IN,0,0,-99,2566,0.1553,32614,39813,0.8003,0.0956,0.5419,0.4581,85800,0.9564,39.8,0.1645,0.1921,East North Central,1
Montara CDP,CA,0,0,-99,2567,0,119537,121538,0.9459,0.523,0.8178,0.1822,726600,0.8411,46.2,0.2189,0.12,Pacific,1
Thayer city,MO,0,0,-99,2567,0.3053,25263,37574,0.7998,0.1143,0.6326,0.3674,59900,0.9299,40.5,0.2295,0.1683,West North Central,1
Hedwig Village city,TX,0,0,-99,2567,0.066,82321,136146,0.9273,0.673,0.7381,0.2619,643100,0.7686,43,0.2894,0.1457,West South Central,2
Nixon city,TX,0,0,-99,2567,0.2509,28338,29891,0.4577,0.0463,0.6095,0.3905,43300,0.3619,32.6,0.3167,0.1262,West South Central,0
St. Maries city,ID,0,0,-99,2568,0.1537,35561,38000,0.8415,0.1207,0.6311,0.3689,125300,0.9665,37.8,0.2827,0.1772,Mountain,1
Roxbury town,NY,0,0,-99,2568,0.051,52567,55596,0.851,0.222,0.729,0.271,157500,0.947,48.1,0.178,0.232,Middle Atlantic,0
Hallettsville city,TX,0,0,-99,2568,0.1473,35139,42333,0.7737,0.1358,0.6044,0.3956,83800,0.7776,45.2,0.2375,0.2072,West South Central,0
Woodville town,TX,0,0,-99,2568,0.2316,38802,48250,0.8614,0.1602,0.6132,0.3868,88500,0.6916,37.6,0.2726,0.2087,West South Central,0
Antlers city,OK,0,0,-99,2569,0.3218,28097,28873,0.8349,0.1262,0.5178,0.4822,53700,0.8015,42.4,0.2246,0.1993,West South Central,0
Chester city,WV,0,0,-99,2569,0.1692,33782,56033,0.8785,0.1522,0.7152,0.2848,84900,0.9809,43.6,0.1892,0.2009,South Atlantic,0
Watergate CDP,FL,0,0,-99,2570,0.2066,37305,39118,0.8053,0.1283,0.718,0.282,81300,0.8105,40,0.2311,0.1222,South Atlantic,7
North Vacherie CDP,LA,0,0,-99,2570,0.1394,58454,65833,0.797,0.1683,0.7721,0.2279,131800,0.3144,37.2,0.23,0.1257,West South Central,0
Grand Forks AFB CDP,ND,1,21,2131,2570,0.0402,47533,48092,0.9692,0.2261,0.0062,0.9938,0,0.7315,22.6,0.3381,0,West North Central,2
Plainfield town,NH,0,0,-99,2570,0.022,99432,101500,0.956,0.502,0.888,0.112,303700,0.9358,44.5,0.236,0.129,New England,1
Krebs city,OK,0,0,-99,2570,0.1543,42109,45076,0.862,0.1024,0.5927,0.4073,75300,0.7,36,0.2732,0.1619,West South Central,1
Oak Trail Shores CDP,TX,0,0,-99,2570,0.1926,40259,48665,0.5627,0.0512,0.6644,0.3356,48900,0.737,31.4,0.2459,0.093,West South Central,0
Cathcart CDP,WA,0,0,-99,2570,0.0233,118033,119883,0.9906,0.3922,0.9464,0.0536,459900,0.9813,46.1,0.2206,0.1397,Pacific,0
Lockport town,LA,0,0,-99,2571,0.133,44844,52094,0.6737,0.0645,0.6488,0.3512,92200,0.9004,40.2,0.2283,0.1618,West South Central,0
Springdale CDP,MD,0,0,-99,2571,0.0072,104375,111830,0.9408,0.4121,0.9539,0.0461,359400,0.0086,41.9,0.2369,0.1116,South Atlantic,1
Quarryville borough,PA,0,0,-99,2571,0.073,55750,61793,0.85,0.181,0.561,0.439,194600,0.9409,36.9,0.208,0.139,Middle Atlantic,0
Conrad city,MT,0,0,-99,2572,0.0837,36914,53304,0.9037,0.2181,0.6453,0.3547,84400,0.958,44.6,0.2547,0.2593,Mountain,3
Peapack and Gladstone borough,NJ,0,0,-99,2572,0.025,127792,154000,0.911,0.566,0.779,0.221,756500,0.9483,45.1,0.228,0.158,Middle Atlantic,1
Hartley CDP,CA,0,0,-99,2573,0.0184,100123,102377,0.9219,0.2033,0.8011,0.1989,463600,0.8298,40.7,0.2266,0.1251,Pacific,0
New Wilmington borough,PA,0,0,-99,2573,0.115,54432,67143,0.922,0.452,0.516,0.484,165200,0.9635,20.9,0.113,0.173,Middle Atlantic,0
Roaring Spring borough,PA,0,0,-99,2573,0.105,44844,57708,0.896,0.13,0.713,0.287,96100,0.9674,38.8,0.237,0.164,Middle Atlantic,1
Upper Augusta township,PA,0,0,-99,2573,0.06,55031,66094,0.898,0.197,0.882,0.118,137700,0.9903,45.1,0.175,0.183,Middle Atlantic,0
Westfall township,PA,0,0,-99,2573,0.076,51250,65395,0.933,0.257,0.742,0.258,222400,0.9759,47.2,0.218,0.232,Middle Atlantic,2
Calvert City city,KY,0,0,-99,2574,0.1493,45714,59801,0.868,0.1883,0.6473,0.3527,102700,0.9782,41.2,0.2552,0.2211,East South Central,0
Caneadea town,NY,0,0,-99,2574,0.171,45469,52411,0.918,0.427,0.715,0.285,93800,0.9285,21.5,0.151,0.116,Middle Atlantic,0
New Concord village,OH,1,33,2651,2574,0.2006,43665,67361,0.9028,0.4067,0.4651,0.5349,139300,0.9293,21.8,0.0925,0.1166,East North Central,1
Greene township,PA,0,0,-99,2574,0.105,65362,72434,0.939,0.098,0.914,0.086,155200,0.9736,42,0.246,0.129,Middle Atlantic,0
Frazier Park CDP,CA,0,0,-99,2575,0.0484,57734,58516,0.8917,0.2978,0.6293,0.3707,209300,0.9398,43.4,0.2109,0.1468,Pacific,0
Volcano CDP,HI,0,0,-99,2575,0.1332,50105,51231,0.889,0.3649,0.7228,0.2772,254000,0.6621,49.2,0.1817,0.1305,Pacific,0
Butler township,PA,0,0,-99,2575,0.061,52216,67750,0.835,0.181,0.826,0.174,197500,0.9379,48.2,0.164,0.167,Middle Atlantic,0
Shohola township,PA,0,0,-99,2575,0.07,50898,63750,0.945,0.285,0.761,0.239,252300,0.9693,44.5,0.254,0.174,Middle Atlantic,1
Clarendon town,VT,0,0,-99,2575,0.103,56458,65208,0.896,0.215,0.765,0.235,175800,0.9759,45.9,0.207,0.145,New England,1
Williams Bay village,WI,1,13,2577,2575,0.0697,63320,68047,0.9638,0.4389,0.7916,0.2084,274500,0.9911,46.1,0.2513,0.2676,East North Central,4
Carrollton city,IL,0,0,-99,2576,0.0978,41438,48486,0.8898,0.1922,0.7219,0.2781,83700,0.9759,45.4,0.1887,0.236,East North Central,0
Fitzwilliam town,NH,0,0,-99,2576,0.032,63750,81346,0.928,0.282,0.842,0.158,192000,0.9577,47.2,0.193,0.14,New England,0
Poland village,OH,0,0,-99,2576,0.0754,52146,66750,0.9317,0.3978,0.8454,0.1546,128900,0.9915,45.7,0.229,0.1894,East North Central,1
Oakhurst CDP,CA,0,0,-99,2577,0.073,38864,50811,0.8241,0.1601,0.6562,0.3438,214800,0.8685,47.5,0.2022,0.2736,Pacific,0
Country Club village,MO,0,0,-99,2577,0.0418,64821,72308,0.9317,0.3064,0.7434,0.2566,160900,0.9651,40.7,0.222,0.1541,West North Central,2
Halesite CDP,NY,0,0,-99,2577,0.0371,109228,136646,0.9862,0.5005,0.9364,0.0636,584800,0.9915,50.7,0.1913,0.156,Middle Atlantic,2
Moscow borough,PA,1,25,2053,2577,0.074,74318,90000,0.943,0.373,0.789,0.211,228500,0.9705,41.4,0.237,0.119,Middle Atlantic,0
Milton town,DE,0,0,-99,2578,0.127,42106,43393,0.8884,0.3484,0.574,0.426,242600,0.7397,44.2,0.2033,0.1951,South Atlantic,3
Garyville CDP,LA,0,0,-99,2578,0.2664,42206,59438,0.7582,0.1214,0.8091,0.1909,129300,0.514,43.3,0.2389,0.1257,West South Central,0
Calera town,OK,0,0,-99,2578,0.2176,38101,50136,0.8341,0.1573,0.5391,0.4609,89400,0.6606,32.7,0.2758,0.1315,West South Central,0
Bentleyville borough,PA,0,0,-99,2578,0.274,34778,50833,0.884,0.177,0.584,0.416,100000,0.9236,39,0.254,0.159,Middle Atlantic,0
Barnum Island CDP,NY,0,0,-99,2579,0.0487,90574,91964,0.843,0.3297,0.9062,0.0938,527400,0.8953,46.9,0.185,0.202,Middle Atlantic,1
South Coventry township,PA,0,0,-99,2579,0.059,93333,116336,0.965,0.466,0.897,0.103,300600,0.9903,42.2,0.263,0.132,Middle Atlantic,0
West Fallowfield township,PA,0,0,-99,2579,0.198,58657,60179,0.862,0.15,0.827,0.173,230200,0.9589,39.3,0.316,0.121,Middle Atlantic,0
Indian Springs Village city,AL,0,0,-99,2580,0.0361,87400,104276,0.9788,0.5647,0.913,0.087,336500,0.9612,45.9,0.2178,0.1667,East South Central,3
Enochville CDP,NC,0,0,-99,2580,0.1138,43258,56098,0.7756,0.1181,0.821,0.179,111000,0.9833,46.5,0.145,0.1841,South Atlantic,2
Russia town,NY,0,0,-99,2580,0.167,44219,55268,0.924,0.264,0.838,0.162,106400,0.9845,42.1,0.253,0.14,Middle Atlantic,0
Latimore township,PA,0,0,-99,2580,0.041,71422,76250,0.872,0.203,0.865,0.135,216500,0.9353,41.5,0.239,0.121,Middle Atlantic,0
Croom CDP,MD,0,0,-99,2581,0.069,107240,116691,0.9021,0.3074,0.9241,0.0759,524600,0.599,44.7,0.1968,0.1313,South Atlantic,0
Edneyville CDP,NC,0,0,-99,2581,0.2118,32829,42931,0.6393,0.1437,0.7018,0.2982,158600,0.8977,33.8,0.3119,0.1143,South Atlantic,0
Merkel town,TX,0,0,-99,2581,0.1127,37734,45671,0.8121,0.1297,0.7471,0.2529,61300,0.8605,42.1,0.2104,0.1852,West South Central,0
North Shore CDP,VA,0,0,-99,2581,0.068,67478,77813,0.9024,0.3952,0.9108,0.0892,432500,0.9624,62.1,0.0612,0.4037,South Atlantic,0
Bal Harbour village,FL,0,0,-99,2582,0.1415,62344,84044,0.9232,0.4865,0.6364,0.3636,606900,0.9868,51.7,0.1813,0.359,South Atlantic,3
Potterville city,MI,0,0,-99,2584,0.1441,47994,62841,0.9351,0.1651,0.728,0.272,97800,0.9272,35.6,0.2991,0.0805,East North Central,1
Beverly city,NJ,0,0,-99,2584,0.13,53112,54766,0.879,0.171,0.718,0.282,155000,0.6513,37.3,0.253,0.079,Middle Atlantic,1
Garrettsville village,OH,0,0,-99,2584,0.0794,47122,52500,0.9414,0.2436,0.5661,0.4339,154900,0.964,33.6,0.2895,0.0998,East North Central,2
Loris city,SC,0,0,-99,2584,0.1489,32530,38567,0.7694,0.1702,0.6161,0.3839,126900,0.4756,42.5,0.262,0.1981,South Atlantic,2
Eudora city,AR,0,0,-99,2585,0.4443,18438,19799,0.7589,0.1307,0.6404,0.3596,36200,0.0735,34.3,0.2971,0.1505,West South Central,0
Edwards AFB CDP,CA,0,0,-99,2585,0.0158,68889,70417,0.9897,0.3296,0.0106,0.9894,167500,0.7161,22.8,0.2921,0.0019,Pacific,0
Hypoluxo town,FL,0,0,-99,2585,0.139,51806,72969,0.8989,0.4268,0.6948,0.3052,172800,0.8395,44.4,0.1791,0.1772,South Atlantic,2
Oxford city,GA,1,16,2134,2585,0.1903,44118,45000,0.8215,0.1836,0.6355,0.3645,98100,0.5195,20.9,0.2023,0.0901,South Atlantic,5
Montpelier city,ID,0,0,-99,2585,0.2364,28750,35250,0.8681,0.1097,0.7551,0.2449,97100,0.9764,40,0.282,0.164,Mountain,1
Wayne township,PA,0,0,-99,2585,0.08,48448,60714,0.87,0.16,0.842,0.158,100800,0.9865,46.9,0.195,0.2,Middle Atlantic,0
Chewelah city,WA,0,0,-99,2585,0.2271,29970,34345,0.8918,0.1729,0.6266,0.3734,143200,0.9184,45.3,0.2476,0.236,Pacific,1
Hallowell city,ME,1,12,2381,2586,0.0645,65089,74048,0.9557,0.4925,0.575,0.425,178700,0.9149,47.4,0.1628,0.2104,New England,1
Cannon AFB CDP,NM,1,16,20645,2586,0.0958,39113,40938,1,0.1418,0,1,0,0.681,22,0.2773,0,Mountain,0
Hartford city,SD,1,22,2534,2586,0.0697,62617,76406,0.9433,0.2416,0.7211,0.2789,148200,0.9749,31.4,0.3372,0.1048,West North Central,1
Colquitt city,GA,0,0,-99,2587,0.2422,31740,41985,0.7842,0.0936,0.5773,0.4227,78200,0.5257,34.7,0.2424,0.1596,South Atlantic,0
Oakland City city,IN,0,0,-99,2587,0.2283,29533,35625,0.8293,0.1258,0.5768,0.4232,67400,0.9579,38.7,0.1917,0.1933,East North Central,0
Princeville town,NC,0,0,-99,2587,0.3407,26951,34963,0.7457,0.0907,0.6482,0.3518,76400,0.0178,34.8,0.2949,0.1156,South Atlantic,0
Highspire borough,PA,1,22,2399,2587,0.172,44583,59048,0.88,0.163,0.623,0.377,90900,0.806,35.5,0.177,0.152,Middle Atlantic,1
Collins city,MS,0,0,-99,2589,0.3165,29201,42971,0.7998,0.1633,0.6295,0.3705,92700,0.5207,38.1,0.2626,0.1951,East South Central,0
Waynesboro city,TN,0,0,-99,2589,0.2899,26588,40598,0.7493,0.105,0.7044,0.2956,63600,0.9753,39.5,0.2321,0.2317,East South Central,0
Point Baker CDP,FL,0,0,-99,2590,0.1274,48603,47721,0.8223,0.1474,0.6303,0.3697,130000,0.8456,42.8,0.1923,0.1031,South Atlantic,1
Pierrepont town,NY,0,0,-99,2590,0.116,45747,54648,0.903,0.318,0.882,0.118,96300,0.9834,48.3,0.173,0.218,Middle Atlantic,1
Fairview city,OK,0,0,-99,2590,0.2146,47260,49634,0.8698,0.1745,0.6492,0.3508,67400,0.9228,39.8,0.2537,0.1873,West South Central,0
Fritch city,TX,0,0,-99,2590,0.1573,57143,61429,0.8769,0.1492,0.8592,0.1408,71200,0.917,37,0.2927,0.1174,West South Central,0
Piedmont city,MO,0,0,-99,2591,0.2937,25906,35104,0.696,0.097,0.5431,0.4569,71800,0.9471,39.3,0.237,0.1845,West North Central,0
Pennington borough,NJ,1,26,2585,2591,0.08,113077,175833,0.991,0.721,0.798,0.202,530500,0.9583,42.5,0.263,0.171,Middle Atlantic,2
Frankfort village,NY,0,0,-99,2591,0.1693,37543,46667,0.8699,0.1354,0.6198,0.3802,85200,0.9294,36.6,0.2825,0.1559,Middle Atlantic,0
Ira town,NY,0,0,-99,2591,0.126,55759,70347,0.882,0.172,0.847,0.153,85700,0.9479,33.7,0.318,0.086,Middle Atlantic,0
Odem city,TX,0,0,-99,2591,0.1314,50583,52250,0.7116,0.12,0.7286,0.2714,85700,0.9382,36.2,0.2837,0.1231,West South Central,0
East Montpelier town,VT,0,0,-99,2591,0.059,62250,73750,0.951,0.444,0.802,0.198,237200,0.9749,45.7,0.218,0.166,New England,1
New Richmond village,OH,1,11,2582,2592,0.1371,48750,55104,0.8143,0.141,0.6636,0.3364,155100,0.9753,37.5,0.2936,0.1505,East North Central,0
Star Valley town,AZ,0,0,-99,2593,0.1522,27349,40469,0.8848,0.2043,0.8556,0.1444,83000,0.9634,52.8,0.2029,0.2345,Mountain,0
Dade City North CDP,FL,0,0,-99,2593,0.4667,21811,25766,0.5074,0.0523,0.5347,0.4653,89700,0.6537,28.6,0.3552,0.0968,South Atlantic,1
Seminole Manor CDP,FL,0,0,-99,2593,0.3103,33621,26667,0.6589,0.0555,0.8067,0.1933,77100,0.6039,33.9,0.3475,0.1462,South Atlantic,3
Beach City city,TX,0,0,-99,2593,0.0509,84094,101500,0.9016,0.2989,0.8092,0.1908,240100,0.9094,38.9,0.3139,0.1361,West South Central,0
Boutte CDP,LA,0,0,-99,2594,0.1482,53576,56111,0.844,0.2076,0.7607,0.2393,185300,0.4456,32.3,0.3103,0.059,West South Central,0
Granby city,MO,0,0,-99,2594,0.2508,29387,34028,0.7389,0.0532,0.6674,0.3326,58400,0.9495,26.5,0.347,0.1195,West North Central,0
Flora Vista CDP,NM,0,0,-99,2594,0.0155,73989,75529,0.8029,0.1718,0.7655,0.2345,207300,0.8111,37.7,0.2718,0.0786,Mountain,0
Vergennes city,VT,0,0,-99,2594,0.1047,51635,58090,0.8706,0.2755,0.6385,0.3615,188700,0.921,36.6,0.2579,0.1245,New England,0
Thunderbolt town,GA,1,2,2700,2595,0.1679,42800,48551,0.8481,0.265,0.559,0.441,162500,0.7106,42.3,0.1345,0.1757,South Atlantic,0
Richmondville town,NY,0,0,-99,2595,0.141,46583,53523,0.912,0.21,0.703,0.297,155600,0.9434,32.4,0.318,0.126,Middle Atlantic,0
Cross City town,FL,0,0,-99,2596,0.2361,27095,38190,0.7077,0.103,0.6901,0.3099,83100,0.646,29.5,0.3016,0.1668,South Atlantic,0
Fairmont City village,IL,0,0,-99,2596,0.3569,32260,33472,0.5051,0.0455,0.6469,0.3531,60600,0.8251,27.7,0.3278,0.0736,East North Central,0
Bucksport CDP,ME,0,0,-99,2596,0.2818,47730,57143,0.9048,0.3167,0.5664,0.4336,98900,0.9788,38.1,0.2573,0.077,New England,2
Addison town,NY,0,0,-99,2596,0.143,50000,55893,0.85,0.118,0.702,0.298,77500,0.9445,40.3,0.26,0.158,Middle Atlantic,0
Jemison city,AL,0,0,-99,2597,0.1525,42500,60063,0.826,0.1339,0.7881,0.2119,106800,0.8021,31.9,0.3431,0.0855,East South Central,2
Pinckney village,MI,0,0,-99,2597,0.1153,61086,67102,0.9492,0.2673,0.8172,0.1828,153700,0.9888,30.9,0.3131,0.0643,East North Central,3
Aitkin city,MN,0,0,-99,2597,0.1847,33636,41875,0.8228,0.1288,0.5042,0.4958,110900,0.9576,43.8,0.2357,0.2653,West North Central,0
Aubrey city,TX,0,0,-99,2597,0.0524,61165,68030,0.9012,0.1601,0.6674,0.3326,120100,0.9623,36,0.2784,0.067,West South Central,0
McLeansboro city,IL,0,0,-99,2598,0.2203,25709,42692,0.7904,0.1318,0.6097,0.3903,51700,0.97,43.2,0.2244,0.2741,East North Central,0
Elgin CDP,SC,0,0,-99,2598,0.2288,36042,42872,0.8077,0.1425,0.7375,0.2625,130600,0.7436,38.7,0.3006,0.1197,South Atlantic,0
Louisville city,TN,0,0,-99,2598,0.1232,54076,63438,0.9078,0.3081,0.8075,0.1925,241200,0.9423,45.9,0.1871,0.137,East South Central,3
Shady Shores town,TX,0,0,-99,2598,0.0549,109200,120268,0.9492,0.4194,0.8989,0.1011,274000,0.8414,42.7,0.2575,0.0747,West South Central,2
Voluntown town,CT,0,0,-99,2599,0.014,74032,75905,0.899,0.203,0.852,0.148,245500,0.9492,43.3,0.207,0.117,New England,0
Fearrington Village CDP,NC,0,0,-99,2600,0.0212,81438,91402,0.983,0.76,0.7609,0.2391,304900,0.9854,73.7,0.0065,0.7181,South Atlantic,4
Crown Heights CDP,NY,0,0,-99,2600,0.0322,78594,95688,0.9319,0.3043,0.8012,0.1988,273600,0.8746,43.1,0.2308,0.2015,Middle Atlantic,1
Covington village,OH,0,0,-99,2600,0.1222,41825,52552,0.8791,0.1197,0.6939,0.3061,107800,0.9938,36.3,0.2704,0.1765,East North Central,1
Winslow township,PA,0,0,-99,2601,0.124,41108,49023,0.85,0.087,0.876,0.124,94400,0.985,47.2,0.167,0.213,Middle Atlantic,0
Howe town,TX,0,0,-99,2601,0.1582,53164,65323,0.8477,0.2223,0.717,0.283,99800,0.9477,31.3,0.2933,0.1165,West South Central,0
Machias town,NY,0,0,-99,2602,0.128,47841,49327,0.85,0.118,0.828,0.172,85100,0.9754,36,0.259,0.151,Middle Atlantic,1
Munsons Corners CDP,NY,0,0,-99,2602,0.1404,45884,50488,0.9167,0.2021,0.5895,0.4105,117300,0.8962,38.5,0.1576,0.2271,Middle Atlantic,1
Green Island village,NY,0,0,-99,2603,0.1288,58750,67873,0.9436,0.1877,0.3402,0.6598,141500,0.909,35.9,0.2094,0.1114,Middle Atlantic,0
Randolph town,NY,0,0,-99,2603,0.159,46667,55489,0.908,0.155,0.773,0.227,77500,0.9612,45.3,0.247,0.188,Middle Atlantic,0
Morgan township,PA,0,0,-99,2603,0.148,39093,47738,0.852,0.11,0.803,0.197,57400,0.9766,44.5,0.216,0.165,Middle Atlantic,0
Thetford town,VT,0,0,-99,2603,0.086,70789,79875,0.96,0.439,0.828,0.172,232100,0.9697,48.2,0.212,0.131,New England,1
Bella Vista CDP,CA,0,0,-99,2605,0.04,63125,68586,0.8086,0.1052,0.8621,0.1379,279400,0.9543,44.7,0.2418,0.2246,Pacific,1
Bozrah town,CT,0,0,-99,2605,0.044,83188,92833,0.936,0.218,0.806,0.194,262400,0.9424,44.8,0.22,0.148,New England,0
Petersburg city,WV,0,0,-99,2605,0.1374,33352,42500,0.8014,0.1133,0.6443,0.3557,105100,0.9536,44.1,0.1716,0.2541,South Atlantic,0
Buena Vista town,CO,1,25,2200,2606,0.0864,41235,57273,0.9599,0.299,0.6597,0.3403,191000,0.9474,40.7,0.2364,0.1485,Mountain,2
West Branch city,IA,0,0,-99,2606,0.0507,60556,75507,0.9487,0.2805,0.7823,0.2177,143600,0.9781,31.6,0.3127,0.1128,West North Central,1
Galva city,IL,0,0,-99,2606,0.1138,41750,59861,0.9005,0.1591,0.7368,0.2632,74500,0.98,45,0.2157,0.1938,East North Central,0
Sheridan town,IN,0,0,-99,2606,0.0969,44679,51563,0.8323,0.1161,0.7223,0.2777,99200,0.9674,34.5,0.3074,0.1366,East North Central,3
West Tisbury town,MA,0,0,-99,2606,0.115,70646,66908,0.997,0.435,0.889,0.111,727500,0.9789,41.3,0.234,0.128,New England,1
St. Johnsville town,NY,0,0,-99,2606,0.322,34375,38241,0.782,0.066,0.65,0.35,84100,0.987,38,0.285,0.191,Middle Atlantic,0
Alden village,NY,0,0,-99,2607,0.065,51976,66429,0.9282,0.2464,0.6715,0.3285,128500,0.9904,41,0.2401,0.1438,Middle Atlantic,0
Marietta borough,PA,0,0,-99,2607,0.074,44777,52153,0.84,0.137,0.637,0.363,118500,0.9379,41,0.203,0.133,Middle Atlantic,1
Eureka city,KS,0,0,-99,2608,0.1585,35507,53250,0.9145,0.1579,0.6794,0.3206,55500,0.959,42.6,0.2535,0.2051,West North Central,0
Horace city,ND,0,0,-99,2608,0.0561,88750,96719,0.9236,0.3692,0.9719,0.0281,225000,0.9804,36.6,0.3232,0.069,West North Central,1
White Hall city,IL,0,0,-99,2609,0.1734,31837,38578,0.8065,0.0895,0.756,0.244,57400,0.944,39.2,0.2764,0.1778,East North Central,0
Freemansburg borough,PA,0,0,-99,2609,0.066,59633,64886,0.837,0.193,0.722,0.278,171800,0.77,35.2,0.255,0.086,Middle Atlantic,2
Seymour city,TX,0,0,-99,2609,0.148,34710,50169,0.839,0.1646,0.6897,0.3103,63500,0.9337,48.5,0.2131,0.2852,West South Central,0
La Salle town,CO,0,0,-99,2610,0.0946,48952,59688,0.7753,0.1486,0.778,0.222,138700,0.9464,34.3,0.3249,0.1103,Mountain,5
Blackhawk CDP,SD,0,0,-99,2610,0.0522,59076,65066,0.9412,0.2362,0.9221,0.0779,144700,0.949,47.1,0.1759,0.1065,West North Central,1
Lyford city,TX,0,0,-99,2610,0.4415,21955,26667,0.512,0.0643,0.86,0.14,38100,0.9908,30.7,0.3598,0.1031,West South Central,0
Somerset village,WI,0,0,-99,2610,0.0841,53250,65068,0.9233,0.1882,0.6344,0.3656,146900,0.9337,30.8,0.331,0.0598,East North Central,1
Pelican Rapids city,MN,1,23,2476,2611,0.2361,33796,36389,0.6985,0.1597,0.6726,0.3274,86700,0.7821,32.6,0.2899,0.1792,West North Central,2
Little Flock city,AR,0,0,-99,2612,0.187,41432,54457,0.8943,0.2639,0.429,0.571,193100,0.8913,32.8,0.1895,0.0819,West South Central,2
Foley city,MN,0,0,-99,2612,0.1482,54314,57452,0.8265,0.1417,0.7434,0.2566,126800,0.9671,32.2,0.2868,0.1248,West North Central,0
Moline Acres city,MO,0,0,-99,2612,0.1998,44500,42500,0.8796,0.107,0.624,0.376,85300,0.0846,36,0.268,0.1478,West North Central,0
Norwood town,NC,0,0,-99,2612,0.2014,30761,34875,0.7978,0.1385,0.6518,0.3482,108100,0.7393,38.4,0.2554,0.1432,South Atlantic,1
Thomaston village,NY,0,0,-99,2612,0.076,122083,158275,0.9495,0.682,0.8372,0.1628,769500,0.7021,44,0.2217,0.1543,Middle Atlantic,0
McAdoo borough,PA,0,0,-99,2614,0.095,41096,42227,0.838,0.103,0.596,0.404,75200,0.9598,36.3,0.268,0.16,Middle Atlantic,0
Folly Beach city,SC,0,0,-99,2614,0.1795,60000,105059,0.9685,0.5988,0.5406,0.4594,638700,0.9705,50.8,0.0731,0.1262,South Atlantic,2
